Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,category
768.538,362.543,812.786,285.939,627.282,218.282,606.671,530.266,618.489,789.187,1001.06,356.535,974.635,647.978,792.181,803.86,783.227,721.458,677.358,694.969,0,0,0,0,880.419,777.365,0,0,0,0,741.984,321.332,812.604,338.983,680.238,265.367,906.919,274.21,0,0,0,0,0,0,0,0,0,0,0,0,writing
765.544,362.307,815.654,285.967,624.454,212.343,603.839,530.179,612.592,789.109,1001.12,359.461,974.512,647.848,792.054,806.751,765.618,706.772,668.558,680.298,594.962,871.584,0,0,859.752,724.433,0,0,0,0,739.026,318.225,809.637,335.935,0,0,906.8,274.181,0,0,0,0,0,0,0,0,0,0,0,0,writing
650.8,159.38,530.218,388.858,359.521,344.867,309.502,815.684,709.681,859.714,694.995,418.393,744.992,659.69,765.663,777.425,506.672,1024.58,371.312,1039.27,0,0,0,0,0,0,0,0,0,0,609.672,82.8254,686.195,121.082,486.09,82.8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
809.996,280.113,774.573,365.565,530.28,344.829,312.425,636.256,506.834,721.577,1018.9,388.933,1083.63,597.979,1113.03,656.848,724.55,945.263,592.104,918.814,0,0,0,0,0,0,0,0,0,0,765.694,215.383,877.538,235.988,698.047,182.961,939.449,247.691,0,0,0,0,0,0,0,0,0,0,0,0,writing
765.676,362.312,815.592,280.038,624.355,212.339,603.784,524.326,615.495,783.198,998.161,347.76,974.553,647.831,792.15,800.952,765.599,718.52,668.495,686.157,0,0,0,0,874.464,797.962,0,0,0,0,739.224,315.443,809.817,333.021,0,0,903.97,271.228,0,0,0,0,0,0,0,0,0,0,0,0,writing
765.67,362.363,677.304,456.507,621.465,480.212,668.557,739.112,853.913,762.558,739.134,427.181,762.54,580.23,809.636,671.583,668.427,815.609,627.324,850.897,768.545,962.77,0,0,706.755,789.24,845.049,942.19,0,0,745.097,335.875,771.532,335.901,668.586,321.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
644.907,288.848,486.046,397.737,409.598,459.62,0,0,0,0,594.922,338.805,647.854,433.055,718.668,547.813,533.167,745.027,524.325,771.499,0,0,0,0,577.251,712.646,0,0,0,0,650.826,238.817,0,0,565.488,235.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
718.591,335.989,653.837,388.916,533.177,424.213,547.85,718.539,712.572,824.463,783.242,347.788,812.762,565.478,806.818,715.57,694.928,786.233,612.561,803.87,0,0,0,0,777.405,768.601,0,0,0,0,689.109,297.667,742.179,291.749,603.869,274.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
1104.23,362.646,883.573,397.805,706.86,374.302,642.119,756.928,1033.58,818.703,1092.51,436.008,1124.86,639.149,1239.62,674.586,815.768,1007.1,695.075,1010.04,0,0,0,0,0,0,0,0,0,0,1071.75,309.501,1142.39,318.371,933.549,238.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
700.857,244.84,718.659,300.696,574.416,291.768,565.451,562.555,589.018,742.001,877.428,315.4,903.865,606.675,765.71,739,718.607,765.65,624.324,759.755,0,0,0,0,824.474,777.364,0,0,0,0,668.423,197.723,742.13,200.768,624.28,174.134,803.867,177.164,0,0,0,0,0,0,0,0,0,0,0,0,writing
1048.21,262.395,880.572,365.49,677.446,386.058,515.611,768.68,768.744,886.401,1086.59,338.873,1163.06,571.438,1330.78,642.104,921.732,977.638,0,0,0,0,0,0,0,0,0,0,0,0,998.196,200.664,1089.51,200.649,862.909,174.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
724.372,333.022,659.72,385.974,536.044,412.621,547.853,718.463,715.631,818.602,786.216,344.873,815.582,562.611,809.606,715.453,692.098,786.199,606.686,806.779,0,0,0,0,774.441,765.667,0,0,0,0,691.913,294.71,750.878,285.894,612.553,271.285,786.073,268.19,0,0,0,0,0,0,0,0,0,0,0,0,writing
810,285.938,771.657,368.449,530.301,344.93,315.426,633.276,503.747,718.768,1021.74,389.124,1083.6,600.892,1115.89,659.764,730.415,951.15,597.969,936.453,0,0,0,0,0,0,0,0,0,0,765.666,221.15,877.529,241.806,695.11,174.165,936.445,247.808,0,0,0,0,0,0,0,0,0,0,0,0,writing
765.601,362.439,677.309,453.655,621.427,480.173,668.436,739.094,850.992,762.503,739.115,421.301,762.526,580.261,809.618,671.514,668.463,812.643,630.238,842.165,774.447,950.998,0,0,706.792,786.281,853.884,915.682,0,0,742.161,335.975,768.51,335.975,668.493,324.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,writing
739.151,383.084,1024.78,412.533,836.4,341.906,0,0,0,0,1280.75,444.945,1327.94,821.675,1121.93,912.9,959.97,1074.82,0,0,0,0,0,0,0,0,0,0,0,0,718.657,318.434,786.3,344.858,0,0,960.047,300.708,0,0,0,0,0,0,0,0,0,0,0,0,writing
700.865,247.574,721.483,303.598,577.185,291.806,568.376,562.568,592.034,744.968,877.474,318.268,903.901,603.861,765.685,738.997,721.513,765.618,624.425,756.78,0,0,0,0,827.442,774.468,0,0,0,0,665.615,197.719,742.147,200.767,624.256,174.166,806.716,177.11,0,0,0,0,0,0,0,0,0,0,0,0,writing
Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,category
0,0,527.823,533.883,604.627,548.475,0,0,0,0,430.73,528.052,374.717,672.436,354.114,781.36,501.336,790.214,554.504,793.163,483.772,949.343,451.373,1076.1,436.654,790.229,418.953,934.675,398.323,1076.09,0,0,0,0,604.599,424.792,483.666,383.501,398.238,1076.07,389.409,1076.11,0,0,439.614,1076.09,0,0,0,0,bowing
0,0,53.4855,548.567,150.7,575.09,180.29,787.126,147.755,837.36,7.81775,522.058,0,0,0,0,7.78844,807.844,80.1128,828.469,174.422,860.899,127.176,952.255,0,0,0,0,0,0,0,0,0,0,171.335,445.446,53.577,398.328,0,0,0,0,0,0,189.103,925.745,183.155,934.555,124.22,975.84,bowing
0,0,433.72,660.521,507.479,654.663,516.181,580.942,0,0,357.047,666.391,324.585,769.659,339.382,837.312,430.6,837.369,474.925,837.371,442.518,931.653,430.597,1028.91,383.582,837.345,386.56,931.696,386.634,1025.93,0,0,0,0,507.338,583.975,407.123,554.557,392.478,1040.68,383.535,1037.72,389.468,1043.5,416.07,1034.78,433.737,1037.74,424.754,1043.61,bowing
0,0,7.80932,586.844,7.83352,560.391,0,0,0,0,0,0,0,0,0,0,171.429,681.171,200.837,651.783,197.977,860.936,168.468,975.906,141.901,707.678,147.733,869.774,130.042,1008.25,0,0,0,0,0,0,0,0,82.9452,978.849,80.0269,999.292,136.038,1025.89,103.703,955.095,109.58,952.277,174.421,996.392,bowing
0,0,68.2755,545.647,153.686,572.059,177.355,743.024,174.435,790.287,7.79911,521.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.343,436.68,71.2178,404.15,0,0,0,0,0,0,0,0,0,0,0,0,bowing
466.117,312.891,548.619,474.94,604.634,457.236,0,0,0,0,480.684,498.48,407.033,642.794,339.419,737.201,480.718,763.604,527.913,763.672,454.166,934.674,430.709,1076.11,433.631,760.763,389.377,955.095,389.514,1076.12,0,0,498.402,292.337,0,0,572.129,336.415,0,0,0,0,0,0,0,0,0,0,433.55,1076.13,bowing
183.208,224.387,312.852,377.655,345.317,348.205,0,0,0,0,274.527,409.947,265.593,604.585,247.987,766.706,336.464,663.502,363.028,645.857,342.413,834.373,342.467,975.817,312.825,678.21,312.838,860.842,339.302,1019.98,0,0,197.903,200.837,0,0,268.609,221.463,265.749,1014.13,268.656,1025.86,351.183,1028.82,274.596,969.875,289.194,961.055,365.77,981.831,bowing
480.654,321.759,545.588,486.669,604.621,474.931,0,0,0,0,474.863,510.286,401.212,625.127,339.287,719.472,460.172,763.596,507.431,763.69,436.731,943.389,418.873,1076.12,413.016,763.599,383.531,958.145,386.394,1076.12,0,0,501.455,312.728,0,0,569.144,354.122,0,0,0,0,0,0,0,0,0,0,0,0,bowing
474.853,315.761,551.436,480.665,604.627,457.239,0,0,0,0,483.695,504.396,407.151,625.293,339.455,722.475,474.908,760.747,525.019,760.73,451.264,943.406,430.552,1076.12,427.749,760.738,389.336,961.05,0,0,0,0,501.341,295.265,0,0,572.033,339.292,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,433.593,669.445,510.338,669.391,510.256,760.764,0,0,351.133,669.465,327.568,790.195,324.677,863.828,430.655,855.03,477.871,855.003,451.318,931.683,430.639,1037.74,383.519,857.856,386.418,928.654,386.408,967.021,0,0,0,0,507.341,598.675,404.183,563.31,0,0,0,0,0,0,415.984,1046.42,433.678,1046.41,424.776,1046.58,bowing
200.876,221.361,315.785,383.516,354.059,351.152,0,0,0,0,277.488,412.979,259.798,601.727,227.454,775.422,333.4,660.544,362.812,645.802,342.321,834.423,342.417,975.875,306.948,675.237,315.65,863.812,339.234,1022.86,0,0,221.445,195.021,0,0,289.241,224.539,262.763,1014.11,268.539,1025.87,348.285,1028.94,274.555,966.957,286.281,958.236,363.057,984.667,bowing
218.483,212.656,315.832,386.59,356.998,359.922,0,0,0,0,277.441,421.835,253.863,604.625,221.601,775.446,327.563,657.617,360.01,642.844,342.292,837.231,342.211,975.849,301.088,672.379,315.634,861.009,339.177,1022.88,0,0,233.257,189.097,0,0,301.065,230.375,262.705,1014.17,265.714,1025.93,348.223,1028.96,271.605,964.069,283.343,958.182,362.951,984.615,bowing
0,0,301.063,675.327,389.335,645.664,0,0,0,0,218.58,719.466,256.888,869.729,312.865,937.486,410.17,952.254,471.902,934.632,389.402,1055.41,0,0,354.125,969.95,324.606,1076.09,0,0,0,0,0,0,298.12,572.107,200.797,595.628,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,177.182,601.629,274.624,563.299,351.155,701.789,0,0,77.0121,645.845,130.235,790.159,0,0,292.242,893.311,362.858,866.815,342.294,772.509,0,0,224.417,928.607,283.341,913.936,365.741,1025.82,0,0,0,0,192.031,480.679,80.0225,516.198,386.37,1025.9,362.97,1028.83,374.735,1028.87,0,0,0,0,0,0,bowing
0,0,454.302,681.159,527.9,675.352,0,0,0,0,374.715,687.053,336.299,790.163,357.063,695.937,433.625,875.667,480.751,875.675,460.066,946.338,433.765,1046.6,386.448,875.624,386.44,961.098,389.507,996.411,0,0,0,0,510.224,607.557,413.078,578.024,401.213,1046.5,0,0,392.37,999.352,430.617,1049.43,436.687,1049.59,430.755,1052.48,bowing
0,0,318.651,666.477,410.116,631.06,442.535,725.403,0,0,224.434,695.96,244.906,852.009,0,0,386.53,931.71,442.446,928.601,363.024,1043.61,0,0,336.332,949.28,312.763,1076.08,0,0,0,0,0,0,336.419,530.859,227.474,551.625,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,312.832,516.138,418.892,530.809,413.159,734.211,389.451,887.433,200.856,504.422,136.015,687.066,136.049,810.809,245.117,828.502,315.774,840.315,312.805,1028.92,250.943,1076.03,177.199,813.813,174.31,1002.34,0,0,0,0,0,0,389.435,389.469,271.459,365.941,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,318.81,486.643,439.525,504.344,442.47,698.845,430.602,834.303,200.96,477.863,171.348,687.016,174.426,810.824,289.176,801.951,351.196,810.871,336.346,961.097,318.632,1076.11,221.407,796.113,247.941,952.269,271.656,1076.09,0,0,0,0,401.212,318.695,239.215,306.944,271.554,1076.15,0,0,274.5,1076.11,0,0,0,0,0,0,bowing
0,0,528,533.901,604.636,545.596,0,0,0,0,430.708,530.832,377.648,687.018,360.024,787.246,498.445,793.208,554.485,801.97,483.895,949.348,457.091,1076.1,433.766,793.114,424.807,937.496,404.148,1076.08,0,0,0,0,604.615,410.099,480.737,383.568,366.024,1037.7,365.802,1049.49,0,0,0,0,0,0,457.204,1076.13,bowing
0,0,454.269,675.373,524.922,672.428,0,0,0,0,383.51,678.239,339.201,787.339,354.062,695.909,436.506,869.789,480.916,869.748,460.219,955.171,436.495,1049.55,389.414,869.769,386.602,969.904,395.371,1076.02,0,0,0,0,507.423,607.462,413.066,578.043,0,0,0,0,0,0,430.669,1052.55,436.682,1076.03,433.597,1076.01,bowing
0,0,436.741,672.259,522.049,672.281,507.232,763.602,0,0,362.902,672.361,333.41,804.961,318.636,881.561,433.562,860.984,480.835,863.832,457.252,934.541,433.515,1043.56,383.604,860.972,383.504,949.266,389.344,1046.58,0,0,0,0,510.324,601.523,409.973,572.182,389.447,1049.38,383.584,1049.45,392.402,1049.59,415.957,1049.39,433.62,1049.44,430.606,1049.44,bowing
0,0,33.0285,560.389,130.221,586.909,180.263,784.321,0,0,7.81977,548.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.274,445.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,7.79477,545.638,50.5582,519.051,115.424,595.698,0,0,7.83247,580.958,32.8447,696.037,68.234,816.724,168.438,695.935,200.911,669.415,177.228,863.804,153.667,981.8,130.274,722.405,130.111,881.523,127.071,1017.05,0,0,0,0,0,0,0,0,74.1977,999.301,74.2078,1008.21,133.082,1028.81,100.628,961.167,103.645,961.108,159.649,999.488,bowing
0,0,168.474,595.642,274.536,548.595,321.714,666.374,0,0,56.5352,645.688,109.547,737.156,0,0,274.585,822.581,327.602,793.15,365.754,896.302,412.914,999.321,224.436,854.953,304.008,931.563,365.85,1025.96,0,0,0,0,174.205,439.508,53.4838,507.226,383.491,1040.62,362.957,1043.6,383.472,1037.68,386.427,981.704,392.375,978.759,418.931,1011.16,bowing
0,0,295.071,689.907,377.678,648.688,0,0,0,0,212.68,728.319,253.975,881.423,312.856,949.283,413.04,955.22,474.836,934.602,409.929,1052.43,0,0,359.929,978.802,339.416,1076.07,0,0,0,0,0,0,292.109,586.89,197.829,619.192,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,327.551,663.425,416.075,631.057,0,0,0,0,236.217,692.819,239.101,849.094,271.665,911.001,374.7,946.38,433.683,934.545,348.258,1022.93,0,0,318.813,958.133,303.978,1076.05,0,0,0,0,0,0,336.333,530.901,245.009,542.623,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,527.92,533.927,604.629,545.564,0,0,0,0,433.72,530.923,383.54,681.222,362.966,787.271,501.393,790.277,554.598,799.017,486.639,955.186,457.089,1076.1,436.679,790.246,424.861,946.292,404.123,1076.07,0,0,0,0,604.582,413.097,480.913,383.579,368.822,1034.75,365.841,1046.51,0,0,0,0,0,0,457.235,1076.13,bowing
0,0,59.5089,492.595,121.287,474.851,0,0,0,0,7.7894,516.102,29.8708,669.421,32.9726,793.138,133.096,716.548,174.392,698.838,127.272,846.221,133.109,987.652,100.719,734.157,80.1019,875.582,106.448,1023.08,0,0,0,0,0,0,7.8117,430.723,56.5472,1008.28,56.5525,1022.87,118.386,1037.67,79.9764,987.601,83.0105,981.767,144.913,1002.48,bowing
0,0,77.0188,489.632,130.061,471.966,0,0,0,0,6.35365,513.233,7.77684,660.522,0,0,127.194,716.44,168.438,695.946,124.288,852.073,133.066,990.576,88.8677,728.297,79.9885,878.62,103.671,1025.97,0,0,0,0,0,0,7.80626,412.971,56.4708,1011.23,56.5065,1023,112.522,1043.55,82.9969,990.523,86.0364,981.767,144.821,1005.31,bowing
0,0,321.653,492.581,445.433,507.302,454.309,695.842,436.637,816.684,200.904,483.65,174.36,693.004,186.118,793.131,292.311,796.067,362.876,804.925,339.234,975.727,315.755,1076.11,227.396,790.247,253.935,955.228,271.62,1076.1,0,0,0,0,407.112,336.394,242.048,301.061,0,0,0,0,274.515,1076.12,0,0,0,0,0,0,bowing
0,0,315.659,669.373,407.17,631.048,0,0,0,0,221.467,701.852,244.978,860.882,298.108,905.044,395.32,937.564,457.209,928.704,368.9,1049.48,0,0,342.223,955.167,315.861,1076.09,0,0,0,0,0,0,321.761,545.612,221.535,560.357,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,527.905,536.814,604.633,548.523,0,0,0,0,430.718,530.878,377.67,675.284,351.191,781.389,501.346,793.125,554.525,799.009,483.793,952.348,451.34,1076.1,436.619,793.123,421.831,943.38,398.294,1076.09,0,0,0,0,604.607,415.967,480.897,386.361,366.029,1028.97,0,0,0,0,0,0,0,0,0,0,bowing
0,0,527.902,533.93,604.633,545.595,0,0,0,0,433.509,530.902,380.586,684.139,362.906,787.34,501.344,790.282,554.54,796.126,483.822,955.202,454.171,1076.11,436.615,790.225,418.977,946.323,401.24,1076.09,0,0,0,0,604.611,410.118,480.762,386.387,366.01,1037.69,365.878,1055.47,0,0,0,0,0,0,0,0,bowing
218.593,212.69,318.85,392.4,362.945,362.965,0,0,0,0,283.379,430.641,253.884,607.513,221.374,772.545,321.66,669.31,354.118,648.818,339.455,852.074,342.257,978.851,295.263,681.175,301.008,863.94,330.551,1022.96,0,0,239.152,195.005,0,0,309.85,245.163,253.889,1020.03,262.726,1028.85,342.457,1034.76,271.569,964.014,277.527,958.201,362.919,993.552,bowing
0,0,174.415,598.753,277.51,557.354,345.35,692.947,0,0,68.2399,645.669,133.159,784.306,0,0,289.201,863.893,345.254,840.259,362.84,887.419,410.204,996.453,221.51,902.098,292.123,922.765,363.067,1025.88,0,0,0,0,183.187,460.161,62.3403,507.245,377.66,1025.91,359.951,1034.74,377.647,1034.78,374.726,969.951,380.601,969.923,416.071,1008.21,bowing
0,0,339.277,651.752,433.541,631.075,430.725,740.107,0,0,245.001,672.47,221.484,828.457,256.856,881.552,362.913,922.754,418.953,916.865,342.253,1005.37,360.039,1076.12,309.888,931.581,295.298,1076.07,0,0,0,0,0,0,362.86,522.043,271.487,533.811,0,0,0,0,0,0,0,0,0,0,0,0,bowing
106.606,374.736,245.105,386.532,289.223,354.051,0,0,0,0,203.81,416.022,274.551,598.717,312.771,754.851,386.455,639.913,412.998,613.43,359.966,804.919,342.254,961.081,362.829,660.539,339.298,852.008,339.328,1002.41,0,0,103.579,354.077,0,0,130.146,315.866,262.706,1002.39,268.687,1019.98,348.266,1022.86,271.632,955.131,286.335,949.356,363.034,975.76,bowing
433.648,333.489,527.974,457.073,604.601,442.468,0,0,0,0,457.2,463.222,389.596,631.039,345.364,757.784,504.32,766.572,557.365,763.697,463.1,940.49,433.615,1076.11,454.199,766.659,410.081,958.218,0,0,0,0,448.433,306.916,0,0,525.018,315.774,0,0,0,0,0,0,0,0,0,0,433.692,1076.13,bowing
0,0,527.927,531.034,604.637,536.79,0,0,0,0,430.644,530.852,374.714,689.939,362.834,787.279,498.413,790.195,554.457,793.185,483.859,955.113,457.069,1076.09,436.487,790.148,421.894,943.394,404.149,1076.07,0,0,0,0,604.6,410.021,477.835,380.543,368.785,1037.7,365.903,1049.5,0,0,0,0,0,0,0,0,bowing
0,0,32.8676,577.959,127.196,604.517,180.259,775.502,168.397,837.292,7.82782,557.461,0,0,0,0,35.8977,810.774,103.658,816.72,168.476,807.851,150.804,972.854,7.81565,813.768,0,0,0,0,0,0,0,0,106.689,457.217,0,0,0,0,0,0,0,0,197.894,937.561,197.925,952.173,147.749,993.438,bowing
451.269,321.644,542.685,460.09,604.633,451.281,0,0,0,0,466.087,474.912,404.182,628.089,342.322,754.862,492.569,763.714,548.555,763.622,457.237,940.508,430.693,1076.12,439.626,766.608,389.609,955.15,392.473,1076.12,0,0,471.953,295.238,0,0,551.59,315.871,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,7.79133,522.062,38.8395,492.555,121.299,563.316,0,0,7.83146,554.382,29.9889,695.93,59.4351,813.831,165.457,695.926,200.762,672.324,168.441,858.01,150.689,981.68,130.171,719.536,109.549,875.672,118.388,1017.09,0,0,0,0,0,0,0,0,62.3494,999.409,62.3365,1008.22,130.169,1028.87,91.8352,966.973,100.63,964.026,153.903,1002.24,bowing
0,0,32.9122,566.277,130.114,598.601,183.196,784.319,177.312,804.932,7.82688,551.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.312,457.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bowing
460.289,312.879,551.579,466.09,604.649,457.247,0,0,0,0,477.88,483.82,404.228,642.861,342.312,743.007,483.782,763.644,536.773,763.634,457.062,943.391,430.698,1076.11,436.556,763.69,389.385,955.152,389.568,1076.12,0,0,486.787,292.276,0,0,566.207,324.604,0,0,0,0,0,0,0,0,0,0,430.683,1076.13,bowing
0,0,180.297,619.171,274.629,575.205,342.33,716.493,0,0,83.1094,660.512,136.086,801.976,0,0,306.908,910.999,374.691,881.601,351.111,790.222,386.61,955.223,242.113,943.411,0,0,0,0,0,0,0,0,198.003,504.458,91.8733,542.725,0,0,0,0,0,0,389.519,1017.1,418.89,999.399,395.385,978.789,bowing
477.764,324.673,548.603,480.879,604.631,463.18,0,0,0,0,477.821,507.308,401.251,625.126,339.304,719.426,460.231,760.717,510.27,763.666,436.681,943.444,418.882,1076.12,413.044,760.657,383.542,955.328,386.543,1076.12,0,0,498.46,309.923,0,0,566.287,345.232,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,527.851,533.908,604.63,548.515,0,0,0,0,430.621,527.969,371.744,672.34,348.181,775.486,486.723,793.113,548.569,796.129,480.903,949.301,451.275,1076.09,433.627,790.163,416.018,937.489,398.346,1076.09,0,0,0,0,604.602,416.014,480.88,383.451,366.024,1025.85,0,0,398.289,1076.11,0,0,0,0,451.304,1076.11,bowing
245.114,524.941,339.465,648.896,433.765,628.093,0,0,0,0,248.028,672.311,224.372,813.839,250.941,884.494,359.892,908.136,413.046,908.071,345.268,1017.04,362.91,1076.12,298.136,916.896,295.293,1076.02,0,0,0,0,248.169,507.243,0,0,292.119,530.897,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,315.628,507.223,418.953,516.122,427.754,722.388,409.962,875.655,200.838,495.556,139.04,675.267,144.828,810.743,247.912,825.545,315.774,837.379,318.714,1014.12,298.098,1076.1,177.338,813.815,221.469,987.587,268.553,1076.06,0,0,0,0,389.502,365.987,268.689,345.323,0,0,0,0,268.685,1076.05,0,0,0,0,0,0,bowing
0,0,315.839,489.66,433.575,504.459,436.715,704.747,424.842,837.471,197.985,483.631,159.615,690.01,168.424,825.581,271.699,810.84,342.333,822.577,321.783,978.798,315.816,1076.09,203.893,807.844,242.164,964.017,274.629,1076.09,0,0,0,0,392.429,327.601,245.096,312.759,0,0,0,0,277.485,1076.09,0,0,0,0,0,0,bowing
0,0,194.883,645.9,280.399,616.373,0,0,0,0,103.701,678.222,130.21,790.234,0,0,304.049,919.811,365.932,884.436,380.574,972.903,407.069,990.596,248,955.227,292.129,987.607,327.572,1023.05,0,0,0,0,221.45,574.977,127.231,598.708,380.55,1046.4,368.831,1040.7,348.181,1025.91,383.543,1031.82,392.368,1025.83,416.001,999.305,bowing
0,0,312.839,492.601,427.782,504.302,436.58,698.911,416.009,851.994,197.919,483.829,153.705,689.934,168.498,816.73,271.498,810.74,339.386,816.727,327.554,987.591,315.765,1076.1,200.822,804.9,242.045,975.798,274.507,1076.08,0,0,0,0,389.361,339.476,251.031,318.796,0,0,0,0,274.59,1076.09,0,0,0,0,0,0,bowing
109.475,306.926,283.321,371.763,318.771,342.391,0,0,0,0,245.053,401.267,271.628,586.838,286.332,745.974,362.901,651.673,389.481,634.047,362.847,840.328,345.261,975.723,339.238,669.332,324.627,858.028,339.379,1011.2,0,0,118.31,271.732,0,0,177.332,256.871,268.54,1008.27,271.525,1022.93,351.192,1025.91,283.375,958.214,292.293,955.189,365.93,981.78,bowing
0,0,35.7899,575.11,127.175,601.547,180.211,772.546,147.862,878.566,7.82426,557.463,0,0,0,0,47.6313,804.94,103.639,807.871,147.87,872.67,153.746,975.879,7.80071,810.782,41.7198,855.022,112.533,975.945,0,0,0,0,118.335,457.221,0,0,0,0,0,0,121.339,993.534,203.823,946.316,200.941,955.21,150.66,999.361,bowing
0,0,527.981,539.768,604.634,548.6,0,0,0,0,433.618,531.003,383.54,684.14,362.939,787.276,501.402,793.176,554.588,801.963,483.904,955.24,454.334,1076.1,436.688,793.119,424.806,949.236,404.128,1076.08,0,0,0,0,604.62,415.991,480.912,386.403,368.82,1037.72,365.861,1049.46,0,0,0,0,0,0,0,0,bowing
0,0,7.80125,572.055,44.6831,539.78,124.196,595.752,0,0,7.83204,604.524,35.8161,713.568,82.9678,825.549,171.307,692.928,200.871,663.465,189.092,860.879,156.747,978.737,133.137,719.399,138.954,878.568,127.187,1011.21,0,0,0,0,0,0,0,0,79.9166,987.599,77.1143,1002.27,133.105,1025.94,100.592,958.212,103.701,958.12,171.381,996.474,bowing
0,0,35.841,575.021,130.116,604.519,183.212,784.325,197.757,622.265,7.82276,554.42,0,0,0,0,53.5679,804.905,103.688,801.983,156.653,860.932,150.762,969.926,7.79395,819.652,50.5636,881.524,109.552,975.728,0,0,0,0,109.6,457.223,0,0,0,0,0,0,118.344,987.618,197.911,934.532,197.901,949.282,144.863,993.444,bowing
127.268,253.936,295.205,368.828,333.457,342.289,0,0,0,0,268.533,398.283,268.745,595.644,268.752,746.007,348.162,651.741,380.594,636.979,354.041,834.413,345.295,975.704,324.65,669.369,318.679,860.823,339.378,1017.09,0,0,144.838,230.284,0,0,218.517,230.328,265.676,1011.21,268.692,1023.07,354.065,1026.02,286.288,961.125,292.327,955.292,365.921,981.714,bowing
0,0,309.821,504.251,421.821,507.24,433.738,716.464,410.14,861.026,197.841,492.625,150.694,684.104,153.82,819.654,262.743,831.458,333.46,840.308,312.876,1076.03,309.869,1076.09,194.933,825.523,224.4,969.934,268.734,1076.06,0,0,0,0,389.356,357.002,262.727,336.407,0,0,0,0,271.551,1076.06,0,0,0,0,312.861,1076.1,bowing
0,0,442.554,681.131,524.926,672.441,0,0,0,0,365.794,689.921,327.56,810.861,327.54,837.399,433.592,866.814,480.848,869.756,457.271,946.395,433.632,1046.56,386.412,866.807,386.508,964.008,389.554,1049.5,0,0,0,0,507.461,604.61,410.079,578.01,0,0,0,0,395.364,1049.57,421.885,1049.56,433.735,1052.46,430.652,1052.42,bowing
0,0,289.296,692.992,365.941,660.589,410.032,731.258,0,0,206.712,728.284,248.063,881.581,309.894,964.006,412.997,964.05,469.056,946.31,421.909,1022.91,0,0,359.917,993.456,336.399,1076.04,0,0,0,0,0,0,274.556,601.714,194.915,642.799,0,0,0,0,0,0,0,0,0,0,0,0,bowing
